idjunc,typejunc,xjunc,yjunc,incLanes,intLanes
4471937794,priority,1555.49,758.78,"['384196610#0_0', '-219719294#2_0', '-384196610#1_0', '219719294#1_0']","[':4471937794_0_0', ':4471937794_1_0', ':4471937794_2_0', ':4471937794_3_0', ':4471937794_4_0', ':4471937794_5_0', ':4471937794_16_0', ':4471937794_17_0', ':4471937794_8_0', ':4471937794_9_0', ':4471937794_10_0', ':4471937794_11_0', ':4471937794_12_0', ':4471937794_13_0', ':4471937794_18_0', ':4471937794_19_0']"
4517820720,priority,1300.27,555.88,"['361585732#1_0', '-455371641_0']","[':4517820720_0_0', ':4517820720_4_0', ':4517820720_2_0', ':4517820720_5_0']"
4517820721,priority,1202.52,577.42,"['455371641_0', '-455371642_0']","[':4517820721_0_0', ':4517820721_4_0', ':4517820721_2_0', ':4517820721_5_0']"
4517820722,priority,505.23,769.06,['455371642_0'],[':4517820722_0_0']
4712953474,priority,2399.15,465.59,"['118075890#4_0', '-118075890#5_0']","[':4712953474_0_0', ':4712953474_4_0', ':4712953474_2_0', ':4712953474_5_0']"
4712953476,priority,2181.87,481.80,['142052148#3_0'],[':4712953476_0_0']
4712953478,priority,2185.91,504.07,['142052148#2_0'],[':4712953478_0_0']
4815885762,priority,2259.37,237.23,"['525185053_0', '-489344451#1_0', '489344451#0_0']","[':4815885762_0_0', ':4815885762_1_0', ':4815885762_2_0', ':4815885762_3_0', ':4815885762_4_0', ':4815885762_9_0', ':4815885762_6_0', ':4815885762_10_0', ':4815885762_11_0']"
4826655945,right_before_left,2437.93,551.33,"['219220209#3_0', '83492487_0', '-219220209#4_0']","[':4826655945_0_0', ':4826655945_1_0', ':4826655945_2_0', ':4826655945_3_0', ':4826655945_4_0', ':4826655945_5_0', ':4826655945_6_0', ':4826655945_7_0', ':4826655945_8_0']"
4826655947,dead_end,2413.84,552.67,['392689409#0_0'],[]
4826655948,priority,2438.62,560.26,"['219220209#2_0', '-219220209#3_0', '490480948_0']","[':4826655948_0_0', ':4826655948_4_0', ':4826655948_2_0', ':4826655948_5_0']"
4827920493,dead_end,2407.24,598.39,['392689410#1_0'],[]
4827920494,priority,2404.35,553.99,"['118075890#0_0', '292491932#0_0', '-118075890#1_0']","[':4827920494_0_0', ':4827920494_1_0', ':4827920494_9_0', ':4827920494_3_0', ':4827920494_4_0', ':4827920494_5_0', ':4827920494_6_0', ':4827920494_10_0', ':4827920494_11_0']"
4827920496,priority,2384.13,557.42,"['250683476#1_0', '292491932#1_0', '-250683476#2_0']","[':4827920496_0_0', ':4827920496_6_0', ':4827920496_2_0', ':4827920496_3_0', ':4827920496_4_0', ':4827920496_7_0']"
4827920497,priority,2507.46,645.90,['490606268_0'],[':4827920497_0_0']
4827920499,right_before_left,2503.12,618.76,"['22737644#3_0', '-22737644#4_0', '490606269#1_0']","[':4827920499_0_0', ':4827920499_1_0', ':4827920499_2_0', ':4827920499_3_0', ':4827920499_4_0', ':4827920499_5_0', ':4827920499_6_0', ':4827920499_7_0', ':4827920499_8_0']"
4827920502,right_before_left,2508.48,630.44,"['490606269#0_0', '-490606269#1_0', '-490606268_0']","[':4827920502_0_0', ':4827920502_1_0', ':4827920502_2_0', ':4827920502_3_0', ':4827920502_4_0', ':4827920502_5_0', ':4827920502_6_0', ':4827920502_7_0', ':4827920502_8_0']"
4827920505,right_before_left,2527.89,617.22,"['22737644#2_0', '-22737644#3_0', '-490606269#0_0']","[':4827920505_0_0', ':4827920505_1_0', ':4827920505_2_0', ':4827920505_3_0', ':4827920505_4_0', ':4827920505_5_0', ':4827920505_6_0', ':4827920505_7_0', ':4827920505_8_0']"
4984474781,dead_end,2324.41,894.87,['294441451_0'],[]
4994448289,right_before_left,1870.30,345.48,"['-215654684#1_0', '215654684#0_0']","[':4994448289_0_0', ':4994448289_1_0', ':4994448289_2_0', ':4994448289_3_0', ':4994448289_4_0', ':4994448289_5_0']"
4994448297,right_before_left,1872.31,355.71,"['-215654684#2_0', '-510435197_0', '215654684#1_0']","[':4994448297_0_0', ':4994448297_1_0', ':4994448297_2_0', ':4994448297_3_0', ':4994448297_4_0', ':4994448297_5_0', ':4994448297_6_0', ':4994448297_7_0', ':4994448297_8_0']"
4994448298,right_before_left,1898.60,350.75,"['510435199_0', '510435201_0', '510435197_0']","[':4994448298_0_0', ':4994448298_1_0', ':4994448298_2_0', ':4994448298_3_0', ':4994448298_4_0', ':4994448298_5_0', ':4994448298_6_0', ':4994448298_7_0', ':4994448298_8_0']"
4994448300,priority,1895.85,330.30,"['510435200_0', '-510435202_0']","[':4994448300_0_0', ':4994448300_4_0', ':4994448300_2_0', ':4994448300_5_0']"
4994448305,priority,2015.58,315.13,['510435202_0'],[':4994448305_0_0']
4994448320,priority,2033.64,339.42,['-510435199_0'],[':4994448320_0_0']
502845797,priority,2208.62,632.03,"['-83487127#3_0', '83487127#2_0', '142052148#0_0']","[':502845797_0_0', ':502845797_9_0', ':502845797_10_0', ':502845797_3_0', ':502845797_4_0', ':502845797_11_0', ':502845797_6_0', ':502845797_7_0', ':502845797_8_0']"
5109560108,priority,2269.64,365.11,"['-363081449#1_0', '-525185053_0', '363081449#0_0']","[':5109560108_0_0', ':5109560108_9_0', ':5109560108_10_0', ':5109560108_3_0', ':5109560108_4_0', ':5109560108_5_0', ':5109560108_6_0', ':5109560108_7_0', ':5109560108_11_0']"
5109581081,priority,1465.70,517.61,['406513808_0'],[':5109581081_0_0']
5138636850,priority,2196.46,633.52,"['-83487127#1_0', '-370878973#3_0', '406017622#1_0', '83487127#0_0', '370878973#2_0']","[':5138636850_0_0', ':5138636850_1_0', ':5138636850_2_0', ':5138636850_3_0', ':5138636850_4_0', ':5138636850_5_0', ':5138636850_6_0', ':5138636850_7_0', ':5138636850_8_0', ':5138636850_9_0', ':5138636850_10_0', ':5138636850_11_0', ':5138636850_12_0', ':5138636850_13_0', ':5138636850_14_0', ':5138636850_15_0', ':5138636850_16_0', ':5138636850_17_0', ':5138636850_18_0', ':5138636850_19_0', ':5138636850_20_0', ':5138636850_21_0', ':5138636850_22_0', ':5138636850_23_0', ':5138636850_24_0']"
5138636851,priority,1767.62,705.31,['443995836_0'],"[':5138636851_0_0', ':5138636851_1_0']"
5155216994,priority,2335.72,354.58,"['-363081449#2_0', '363081449#1_0', '478028843_0']","[':5155216994_0_0', ':5155216994_4_0', ':5155216994_2_0', ':5155216994_5_0']"
5170104029,priority,1502.55,744.60,"['-219719294#1_0', '219719294#0_0']","[':5170104029_0_0', ':5170104029_4_0', ':5170104029_2_0', ':5170104029_5_0']"
5266851637,priority,2246.84,1054.26,"['142053897#1_0', '544895463#0_0']","[':5266851637_0_0', ':5266851637_1_0', ':5266851637_2_0', ':5266851637_3_0']"
5266851638,priority,2262.14,1052.08,"['316905861#1_0', '316905861#1_1']","[':5266851638_0_0', ':5266851638_1_0', ':5266851638_1_1']"
5372038413,priority,2207.93,624.93,"['142052148#1_0', '-370878973#5_0', '370878973#4_0']","[':5372038413_0_0', ':5372038413_1_0', ':5372038413_2_0', ':5372038413_3_0', ':5372038413_9_0', ':5372038413_10_0', ':5372038413_6_0', ':5372038413_7_0', ':5372038413_11_0']"
5372038414,priority,2202.90,628.69,"['-370878973#4_0', '410961935#0_0', '370878973#3_0']","[':5372038414_0_0', ':5372038414_1_0', ':5372038414_9_0', ':5372038414_3_0', ':5372038414_4_0', ':5372038414_5_0', ':5372038414_6_0', ':5372038414_10_0', ':5372038414_11_0']"
5372038415,priority,2359.95,350.68,"['-363081449#3_0', '363081449#2_0']","[':5372038415_0_0', ':5372038415_4_0', ':5372038415_2_0', ':5372038415_5_0']"
5372038928,priority,1459.07,518.85,"['-392689403#1_0', '525187037#0_0', '392689403#0_0']","[':5372038928_0_0', ':5372038928_4_0', ':5372038928_2_0', ':5372038928_5_0']"
5546314665,priority,1523.81,325.22,"['-118644742#2_0', '579034565_0', '118644742#1_0']","[':5546314665_0_0', ':5546314665_6_0', ':5546314665_2_0', ':5546314665_3_0', ':5546314665_4_0', ':5546314665_7_0']"
660479808,priority,2146.75,154.75,['-97050358_0'],[':660479808_0_0']
891114761,dead_end,1735.26,245.22,[],[]
891114764,dead_end,1847.90,233.20,[],[]
972148662,right_before_left,2689.29,309.07,"['-83487123_0', '30025152#1_0']","[':972148662_0_0', ':972148662_1_0', ':972148662_2_0', ':972148662_3_0']"
972148729,right_before_left,2679.82,293.75,"['83487123_0', '-22737108#5_0', '22737108#4_0']","[':972148729_0_0', ':972148729_1_0', ':972148729_2_0', ':972148729_3_0', ':972148729_4_0', ':972148729_5_0', ':972148729_6_0', ':972148729_7_0', ':972148729_8_0']"
972148837,right_before_left,2714.94,321.69,"['-241958402#1_0', '241958402#0_0', '83487130_0']","[':972148837_0_0', ':972148837_1_0', ':972148837_2_0', ':972148837_3_0', ':972148837_4_0', ':972148837_5_0', ':972148837_6_0', ':972148837_7_0', ':972148837_8_0']"
972212259,priority,2589.52,441.30,['83492494_0'],[':972212259_0_0']
972212262,priority,2653.03,258.98,"['-83492482#0_0', '83492465_0']","[':972212262_0_0', ':972212262_4_0', ':972212262_2_0', ':972212262_5_0']"
972212264,right_before_left,2440.47,586.85,"['219220209#0_0', '83492458_0', '-219220209#1_0']","[':972212264_0_0', ':972212264_1_0', ':972212264_2_0', ':972212264_3_0', ':972212264_4_0', ':972212264_5_0', ':972212264_6_0', ':972212264_7_0', ':972212264_8_0']"
972212270,priority,2662.62,149.73,['-83492499_0'],[':972212270_0_0']
972212285,priority,2437.22,542.07,"['219220209#4_0', '-219220209#5_0', '392689409#1_0']","[':972212285_0_0', ':972212285_4_0', ':972212285_2_0', ':972212285_5_0']"
972212288,priority,2758.09,552.20,"['83492506#0_0', '76047879#2_0']",[':972212288_0_0']
972212289,right_before_left,2431.28,464.88,"['219220209#9_0', '83492508_0', '-219220209#10_0']","[':972212289_0_0', ':972212289_1_0', ':972212289_2_0', ':972212289_3_0', ':972212289_4_0', ':972212289_5_0', ':972212289_6_0', ':972212289_7_0', ':972212289_8_0']"
972212290,dead_end,2761.08,603.96,"['83492506#1_0', '446861709_0']",[]
972212300,right_before_left,2544.01,444.92,"['-22737645#6_0', '-83492494_0', '22737645#5_0']","[':972212300_0_0', ':972212300_1_0', ':972212300_2_0', ':972212300_3_0', ':972212300_4_0', ':972212300_5_0', ':972212300_6_0', ':972212300_7_0', ':972212300_8_0']"
972212305,priority,2645.80,152.73,['-83492465_0'],[':972212305_0_0']
972212306,right_before_left,2551.89,580.86,"['-22737645#15_0', '22737645#14_0', '-83492458_0']","[':972212306_0_0', ':972212306_1_0', ':972212306_2_0', ':972212306_3_0', ':972212306_4_0', ':972212306_5_0', ':972212306_6_0', ':972212306_7_0', ':972212306_8_0']"
972212311,right_before_left,2435.17,515.43,"['219220209#6_0', '83492472_0', '-219220209#7_0']","[':972212311_0_0', ':972212311_1_0', ':972212311_2_0', ':972212311_3_0', ':972212311_4_0', ':972212311_5_0', ':972212311_6_0', ':972212311_7_0', ':972212311_8_0']"
972212313,priority,2585.91,398.18,"['449717734#1_0', '238046162_0']","[':972212313_0_0', ':972212313_1_0']"
972212318,right_before_left,2439.35,569.77,"['219220209#1_0', '83492450_0', '-219220209#2_0']","[':972212318_0_0', ':972212318_1_0', ':972212318_2_0', ':972212318_3_0', ':972212318_4_0', ':972212318_5_0', ':972212318_6_0', ':972212318_7_0', ':972212318_8_0']"
972212319,right_before_left,2429.01,429.57,"['219220209#12_0', '83492469_0', '-219220209#13_0']","[':972212319_0_0', ':972212319_1_0', ':972212319_2_0', ':972212319_3_0', ':972212319_4_0', ':972212319_5_0', ':972212319_6_0', ':972212319_7_0', ':972212319_8_0']"
972212328,right_before_left,2433.90,498.87,"['219220209#7_0', '83492448_0', '-219220209#8_0']","[':972212328_0_0', ':972212328_1_0', ':972212328_2_0', ':972212328_3_0', ':972212328_4_0', ':972212328_5_0', ':972212328_6_0', ':972212328_7_0', ':972212328_8_0']"
972212334,right_before_left,2549.79,544.78,"['-22737645#13_0', '22737645#12_0', '-83492487_0']","[':972212334_0_0', ':972212334_1_0', ':972212334_2_0', ':972212334_3_0', ':972212334_4_0', ':972212334_5_0', ':972212334_6_0', ':972212334_7_0', ':972212334_8_0']"
972212340,right_before_left,2552.87,597.81,"['22737645#15_0', '-83492464_0', '-22737645#16_0']","[':972212340_0_0', ':972212340_1_0', ':972212340_2_0', ':972212340_3_0', ':972212340_4_0', ':972212340_5_0', ':972212340_6_0', ':972212340_7_0', ':972212340_8_0']"
972212345,right_before_left,2544.72,457.26,"['-22737645#7_0', '22737645#6_0', '-83492508_0']","[':972212345_0_0', ':972212345_1_0', ':972212345_2_0', ':972212345_3_0', ':972212345_4_0', ':972212345_5_0', ':972212345_6_0', ':972212345_7_0', ':972212345_8_0']"
972212351,right_before_left,2436.64,534.48,"['219220209#5_0', '83492480_0', '-219220209#6_0']","[':972212351_0_0', ':972212351_1_0', ':972212351_2_0', ':972212351_3_0', ':972212351_4_0', ':972212351_5_0', ':972212351_6_0', ':972212351_7_0', ':972212351_8_0']"
972212357,right_before_left,2430.07,447.23,"['219220209#11_0', '83492501_0', '-219220209#12_0']","[':972212357_0_0', ':972212357_1_0', ':972212357_2_0', ':972212357_3_0', ':972212357_4_0', ':972212357_5_0', ':972212357_6_0', ':972212357_7_0', ':972212357_8_0']"
972212359,right_before_left,2547.73,509.06,"['-22737645#10_0', '22737645#9_0', '-83492472_0']","[':972212359_0_0', ':972212359_1_0', ':972212359_2_0', ':972212359_3_0', ':972212359_4_0', ':972212359_5_0', ':972212359_6_0', ':972212359_7_0', ':972212359_8_0']"
972212361,right_before_left,2434.72,408.81,"['-219220209#14_0', '140999321#1_0', '219220209#13_0']","[':972212361_0_0', ':972212361_1_0', ':972212361_2_0', ':972212361_3_0', ':972212361_4_0', ':972212361_5_0', ':972212361_6_0', ':972212361_7_0', ':972212361_8_0']"
972212369,right_before_left,2550.90,563.85,"['-22737645#14_0', '22737645#13_0', '-83492450_0']","[':972212369_0_0', ':972212369_1_0', ':972212369_2_0', ':972212369_3_0', ':972212369_4_0', ':972212369_5_0', ':972212369_6_0', ':972212369_7_0', ':972212369_8_0']"
972212370,right_before_left,2542.67,421.92,"['-22737645#4_0', '22737645#3_0', '-83492469_0']","[':972212370_0_0', ':972212370_1_0', ':972212370_2_0', ':972212370_3_0', ':972212370_4_0', ':972212370_5_0', ':972212370_6_0', ':972212370_7_0', ':972212370_8_0']"
972212376,right_before_left,2546.73,492.02,"['-22737645#9_0', '22737645#8_0', '-83492448_0']","[':972212376_0_0', ':972212376_1_0', ':972212376_2_0', ':972212376_3_0', ':972212376_4_0', ':972212376_5_0', ':972212376_6_0', ':972212376_7_0', ':972212376_8_0']"
972212395,right_before_left,2548.74,526.57,"['-22737645#11_0', '22737645#10_0', '-83492480_0']","[':972212395_0_0', ':972212395_1_0', ':972212395_2_0', ':972212395_3_0', ':972212395_4_0', ':972212395_5_0', ':972212395_6_0', ':972212395_7_0', ':972212395_8_0']"
972212413,right_before_left,2543.68,439.38,"['-22737645#5_0', '22737645#4_0', '-83492501_0']","[':972212413_0_0', ':972212413_1_0', ':972212413_2_0', ':972212413_3_0', ':972212413_4_0', ':972212413_5_0', ':972212413_6_0', ':972212413_7_0', ':972212413_8_0']"
972212430,dead_end,2832.56,541.31,['83492506#5_0'],[]
972212445,right_before_left,2669.64,258.00,"['-83492482#1_0', '83492499_0', '83492482#0_0']","[':972212445_0_0', ':972212445_1_0', ':972212445_2_0', ':972212445_3_0', ':972212445_4_0', ':972212445_5_0', ':972212445_6_0', ':972212445_7_0', ':972212445_8_0']"
:1114038304_4_0,internal,1404.14,407.53,"[':1114038304_1_0', '-96152251#0_0']",[':1114038304_2_0']
:1114038304_5_0,internal,1406.96,408.59,"[':1114038304_3_0', '26824848#4_0']",[':1114038304_0_0']
:1114038331_4_0,internal,1216.19,1099.00,"[':1114038331_1_0', '555282429#1_0']",[':1114038331_2_0']
:1114038331_5_0,internal,1219.19,1099.08,"[':1114038331_3_0', '-96144319_0']",[':1114038331_0_0']
:1114038385_6_0,internal,1407.15,413.54,"[':1114038385_3_0', '-26824662#7_0', '96144327#1_0']","[':1114038385_1_0', ':1114038385_4_0']"
:1114038385_7_0,internal,1404.09,416.30,"[':1114038385_5_0', '26824662#6_0', '96144327#1_0']","[':1114038385_0_0', ':1114038385_2_0']"
:1114114009_4_0,internal,1424.08,380.44,"[':1114114009_1_0', '96152213_0']",[':1114114009_2_0']
:1114114009_5_0,internal,1426.83,379.16,"[':1114114009_3_0', '-96152259#0_0']",[':1114114009_0_0']
:1124345232_16_0,internal,2129.55,270.28,"[':1124345232_6_0', '-26824662#0_0']","[':1124345232_1_0', ':1124345232_2_0', ':1124345232_9_0', ':1124345232_10_0', ':1124345232_11_0', ':1124345232_12_0', ':1124345232_13_0']"
:1124345232_17_0,internal,2132.14,269.00,"[':1124345232_7_0', '-26824662#0_0', '-97050352_0', '410000812_0']","[':1124345232_2_0', ':1124345232_8_0', ':1124345232_13_0']"
:1124345232_18_0,internal,2126.43,269.99,"[':1124345232_14_0', '-118793670#0_0']","[':1124345232_1_0', ':1124345232_2_0', ':1124345232_3_0', ':1124345232_4_0', ':1124345232_5_0', ':1124345232_9_0', ':1124345232_10_0']"
:1124345232_19_0,internal,2124.15,270.02,"[':1124345232_15_0', '-118793670#0_0', '-97050352_0', '410000812_0']","[':1124345232_0_0', ':1124345232_5_0', ':1124345232_10_0']"
:1341499822_6_0,internal,1453.78,493.23,"[':1341499822_2_0', '-26824848#1_0']",[':1341499822_3_0']
:1341499822_7_0,internal,1453.70,492.63,"[':1341499822_4_0', '26824848#0_0']","[':1341499822_0_0', ':1341499822_1_0']"
:1341499822_8_0,internal,1453.47,491.65,"[':1341499822_5_0', '26824848#0_0']",[':1341499822_1_0']
:1341499830_4_0,internal,1279.29,545.69,"[':1341499830_1_0', '263684087#1_0']",[':1341499830_2_0']
:1341499830_5_0,internal,1282.24,545.05,"[':1341499830_3_0', '-263684088_0']",[':1341499830_0_0']
:1363122068_8_0,internal,1341.11,268.15,"[':1363122068_3_0', '-119859564#1_0', '121860444_0', '121860454#1_0']","[':1363122068_1_0', ':1363122068_4_0', ':1363122068_6_0']"
:1363122068_9_0,internal,1339.92,270.70,"[':1363122068_7_0', '119859564#0_0', '121860444_0', '121860454#1_0']","[':1363122068_0_0', ':1363122068_2_0', ':1363122068_5_0']"
:1363122070_4_0,internal,1281.18,422.91,"[':1363122070_1_0', '96152246_0']",[':1363122070_2_0']
:1363122070_5_0,internal,1281.80,421.65,"[':1363122070_3_0', '-121860443_0']",[':1363122070_0_0']
:1363122116_6_0,internal,1317.07,319.35,"[':1363122116_1_0', '-119859564#3_0', '121860442_0']","[':1363122116_2_0', ':1363122116_4_0']"
:1363122116_7_0,internal,1316.49,321.12,"[':1363122116_5_0', '119859564#2_0', '121860442_0']","[':1363122116_0_0', ':1363122116_3_0']"
:1363122155_6_0,internal,1328.41,295.25,"[':1363122155_1_0', '-119859564#2_0', '121860452_0']","[':1363122155_2_0', ':1363122155_4_0']"
:1363122155_7_0,internal,1327.68,296.80,"[':1363122155_5_0', '119859564#1_0', '121860452_0']","[':1363122155_0_0', ':1363122155_3_0']"
:1539633462_9_0,internal,1846.91,442.11,"[':1539633462_1_0', '-47519280#3_0']","[':1539633462_4_0', ':1539633462_5_0', ':1539633462_6_0', ':1539633462_7_0']"
:1539633462_10_0,internal,1850.00,441.59,"[':1539633462_2_0', '-47519280#3_0', '215654684#5_0']","[':1539633462_3_0', ':1539633462_7_0']"
:1539633462_11_0,internal,1846.23,438.92,"[':1539633462_5_0', '-47519280#3_0', '47519280#2_0']","[':1539633462_1_0', ':1539633462_6_0']"
:1539633462_12_0,internal,1844.00,442.58,"[':1539633462_8_0', '215654684#5_0', '47519280#2_0']","[':1539633462_0_0', ':1539633462_4_0']"
:1543485698_9_0,internal,2393.00,360.10,"[':1543485698_1_0', '-118075890#7_0']","[':1543485698_4_0', ':1543485698_5_0', ':1543485698_6_0', ':1543485698_7_0']"
:1543485698_10_0,internal,2393.13,363.27,"[':1543485698_2_0', '-118075890#7_0', '140999319#1_0']","[':1543485698_3_0', ':1543485698_7_0']"
:1543485698_11_0,internal,2392.78,357.06,"[':1543485698_8_0', '118075890#6_0', '140999319#1_0']","[':1543485698_0_0', ':1543485698_4_0']"
:1543485720_6_0,internal,2450.72,407.65,"[':1543485720_1_0', '140999329#1_0', '219220209#14_0']","[':1543485720_2_0', ':1543485720_4_0']"
:1543485720_7_0,internal,2449.04,407.76,"[':1543485720_5_0', '-219220209#15_0', '140999329#1_0']","[':1543485720_0_0', ':1543485720_3_0']"
:1543485769_4_0,internal,2430.68,456.67,"[':1543485769_1_0', '-219220209#11_0']",[':1543485769_2_0']
:1543485769_5_0,internal,2430.56,455.00,"[':1543485769_3_0', '219220209#10_0']",[':1543485769_0_0']
:1543485805_6_0,internal,2538.83,355.57,"[':1543485805_1_0', '140999317_0', '22737645#1_0']","[':1543485805_2_0', ':1543485805_4_0']"
:1543485805_7_0,internal,2538.73,353.87,"[':1543485805_5_0', '-22737645#2_0', '140999317_0']","[':1543485805_0_0', ':1543485805_3_0']"
:1543485851_4_0,internal,2398.73,458.47,"[':1543485851_1_0', '-118075890#6_0']",[':1543485851_2_0']
:1543485851_5_0,internal,2397.56,438.53,"[':1543485851_3_0', '118075890#5_0']",[':1543485851_0_0']
:1554771789_4_0,internal,2184.45,776.73,"[':1554771789_1_0', '142052139_0']",[':1554771789_2_0']
:1554771789_5_0,internal,2187.19,776.39,"[':1554771789_3_0', '-142052143#0_0']",[':1554771789_0_0']
:1554771845_9_0,internal,2212.52,770.09,"[':1554771845_4_0', '142052143#1_0']","[':1554771845_1_0', ':1554771845_2_0', ':1554771845_6_0', ':1554771845_7_0']"
:1554771845_10_0,internal,2213.53,769.81,"[':1554771845_5_0', '142052143#1_0', '376385690#1_0']","[':1554771845_2_0', ':1554771845_7_0']"
:1554771845_11_0,internal,2210.08,770.92,"[':1554771845_8_0', '-142052143#2_0', '376385690#1_0']","[':1554771845_0_0', ':1554771845_3_0']"
:1554782457_6_0,internal,2056.27,799.04,"[':1554782457_3_0', '-142052138#1_0', '142053901_0']","[':1554782457_1_0', ':1554782457_4_0']"
:1554782457_7_0,internal,2054.59,799.33,"[':1554782457_5_0', '142052138#0_0', '142053901_0']","[':1554782457_0_0', ':1554782457_2_0']"
:1554782659_9_0,internal,2196.19,774.19,"[':1554782659_4_0', '142052143#0_0']","[':1554782659_1_0', ':1554782659_2_0', ':1554782659_6_0', ':1554782659_7_0']"
:1554782659_10_0,internal,2197.00,774.09,"[':1554782659_5_0', '142052143#0_0', '219719293#2_0']","[':1554782659_2_0', ':1554782659_7_0']"
:1554782659_11_0,internal,2194.96,774.55,"[':1554782659_8_0', '-142052143#1_0', '219719293#2_0']","[':1554782659_0_0', ':1554782659_3_0']"
:1554787877_12_0,internal,2204.84,962.23,"[':1554787877_5_0', '-119372733#0_0', '-142054663#1_0', '142054671#2_0']","[':1554787877_1_0', ':1554787877_6_0', ':1554787877_9_0']"
:1554787877_13_0,internal,2204.66,965.93,"[':1554787877_10_0', '142054663#0_0']","[':1554787877_1_0', ':1554787877_2_0', ':1554787877_3_0', ':1554787877_4_0', ':1554787877_7_0', ':1554787877_8_0']"
:1554787877_14_0,internal,2204.45,968.66,"[':1554787877_11_0', '-119372733#0_0', '142054663#0_0', '142054671#2_0']","[':1554787877_0_0', ':1554787877_4_0', ':1554787877_8_0']"
:1554791430_2_0,internal,2173.10,1019.64,"[':1554791430_0_0', '142055300#1_0']",[':1554791430_1_0']
:1554826380_4_0,internal,2254.97,636.00,"[':1554826380_1_0', '-142059679_0']",[':1554826380_2_0']
:1554826380_5_0,internal,2257.93,635.48,"[':1554826380_3_0', '142059671#3_0']",[':1554826380_0_0']
:1554826471_4_0,internal,2237.31,638.72,"[':1554826471_1_0', '-142059674#0_0']",[':1554826471_2_0']
:1554826471_5_0,internal,2236.17,638.68,"[':1554826471_3_0', '142059679_0']",[':1554826471_0_0']
:1554840087_4_0,internal,2594.12,533.60,"[':1554840087_1_0', '-142060688#0_0']",[':1554840087_2_0']
:1554840087_5_0,internal,2597.41,533.41,"[':1554840087_3_0', '142060690_0']",[':1554840087_0_0']
:1554840141_9_0,internal,2575.53,534.67,"[':1554840141_1_0', '-142060688#1_0']","[':1554840141_3_0', ':1554840141_4_0', ':1554840141_7_0', ':1554840141_8_0']"
:1554840141_10_0,internal,2576.26,534.63,"[':1554840141_2_0', '-142060688#1_0', '142060686#1_0']","[':1554840141_4_0', ':1554840141_8_0']"
:1554840141_11_0,internal,2572.91,534.82,"[':1554840141_5_0', '142060686#1_0', '142060688#0_0']","[':1554840141_0_0', ':1554840141_6_0']"
:1562335961_9_0,internal,1405.61,387.90,"[':1562335961_4_0', '96152205#3_0']","[':1562335961_1_0', ':1562335961_2_0', ':1562335961_6_0', ':1562335961_7_0']"
:1562335961_10_0,internal,1405.94,387.66,"[':1562335961_5_0', '143377537_0', '96152205#3_0']","[':1562335961_2_0', ':1562335961_7_0']"
:1562335961_11_0,internal,1404.07,388.54,"[':1562335961_8_0', '143377537_0', '96152222_0']","[':1562335961_0_0', ':1562335961_3_0']"
:1562335968_6_0,internal,1384.01,381.87,"[':1562335968_3_0', '-96152205#2_0', '121860434#1_0']","[':1562335968_1_0', ':1562335968_4_0']"
:1562335968_7_0,internal,1383.80,383.57,"[':1562335968_5_0', '121860434#1_0', '96152205#1_0']","[':1562335968_0_0', ':1562335968_2_0']"
:1562335976_6_0,internal,1398.69,405.60,"[':1562335976_1_0', '-96152251#2_0', '119372734#2_0']","[':1562335976_2_0', ':1562335976_5_0']"
:1562335976_7_0,internal,1397.03,405.05,"[':1562335976_3_0', '119372734#2_0', '96152251#1_0']","[':1562335976_0_0', ':1562335976_4_0']"
:1562335984_9_0,internal,1346.83,362.89,"[':1562335984_1_0', '96152216#0_0']","[':1562335984_3_0', ':1562335984_4_0', ':1562335984_7_0', ':1562335984_8_0']"
:1562335984_10_0,internal,1346.09,362.87,"[':1562335984_2_0', '119372735#1_0', '96152216#0_0']","[':1562335984_4_0', ':1562335984_8_0']"
:1562335984_11_0,internal,1345.50,362.84,"[':1562335984_5_0', '-96152216#1_0', '119372735#1_0']","[':1562335984_0_0', ':1562335984_6_0']"
:1562335987_9_0,internal,1346.09,386.26,"[':1562335987_1_0', '-96152251#5_0']","[':1562335987_3_0', ':1562335987_4_0', ':1562335987_7_0', ':1562335987_8_0']"
:1562335987_10_0,internal,1347.27,386.72,"[':1562335987_2_0', '-96152251#5_0', '119372735#0_0']","[':1562335987_4_0', ':1562335987_8_0']"
:1562335987_11_0,internal,1343.51,385.28,"[':1562335987_5_0', '119372735#0_0', '96152251#4_0']","[':1562335987_0_0', ':1562335987_6_0']"
:1562335988_6_0,internal,1288.91,339.30,"[':1562335988_1_0', '121860445#0_0', '121860450_0']","[':1562335988_2_0', ':1562335988_5_0']"
:1562335988_7_0,internal,1287.82,337.86,"[':1562335988_3_0', '-121860445#1_0', '121860450_0']","[':1562335988_0_0', ':1562335988_4_0']"
:1562336004_9_0,internal,1284.84,384.36,"[':1562336004_2_0', '-96152260#8_0', '121860455#0_0']","[':1562336004_3_0', ':1562336004_6_0']"
:1562336004_10_0,internal,1282.68,381.88,"[':1562336004_7_0', '96152260#7_0']","[':1562336004_0_0', ':1562336004_1_0', ':1562336004_4_0', ':1562336004_5_0']"
:1562336004_11_0,internal,1281.97,381.09,"[':1562336004_8_0', '121860455#0_0', '96152260#7_0']","[':1562336004_1_0', ':1562336004_5_0']"
:1722770116_4_0,internal,2149.28,389.40,"[':1722770116_1_0', '-47519280#0_0']",[':1722770116_2_0']
